 , , , , , , , , , , , , , , , , , , , , , , , , , ,#, , , ,w, , , , ,w, , , ,w, , , , , , , , ,w, , , , ,w, , ,w, , , , ,w, , , , ,w, , , , , ,#, , , ,#, , , , , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , , , , , , , ,#, , ,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w, , , , , ,#,#, , ,#, , , , , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , , , , , , , ,#, , ,w, , , , ,w, , , , , , , , ,w, , , , ,w, , , , , , , , ,w, , , , , , , , ,w, , , , , ,#,s,#, ,#, , , , , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , , , , , , , ,#,#, ,w,#,#,#, ,w,#,#,#,#,#,#,#, ,w,#,#,#,#,w,#,#,#,#,#,#,#, ,w,#,#,#,#,#,#,#, ,w, , , , , ,#,s,x,#,#, , , , , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , , , , , , , ,#, , , , ,#, , , , , , , , , , , , , ,#, , , , ,#, , , , , , , , , , , , , ,#, ,w, , ,#,#,#,#,s,x,s,#, , , , , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , , , , , , , ,#, , , , ,#, , , , , , , , , , , , , ,#, , , , ,#, , , , , , , , , , , , , ,#, ,w, , , ,s,s,s,s,x,s,#, , , , , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , , , , , , , ,#, , , , ,#, , , , , , , , , , , , , ,#, , , , ,#, , , , , , , , , , , , , ,#, ,w,w,w,w,x,x,x,x,x,s,#, , , , , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , , , , , , , ,#, , , , ,#, , , , , , , , , , , , , ,#, , , , ,#, , , , , , , , , , , , , ,#, ,w, , , ,s,s,s,s,s,s,#, , , , , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , , , , , , , ,#, , , , ,#, , , , , , , , , , , , , ,#, , , , ,#, , , , , , , , , , , , , ,#, ,w, , ,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#, , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , , , , , , , ,#, , , , ,#, , , , , , , , , , , , , ,#, , , , ,#, , , , , , , , , , , , , ,#, ,w,w,w,w, , , , , , , , , , , , , , , , , , ,#, , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , , , , , , , ,#, , , , ,#, , , , , , , , , , , , , ,#, , , , ,#, , , , , , , , , , , , , ,#, ,w, , ,#, , , , , , , , , , , , , , , , , , ,#, , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , , , , , , , ,#, , , , ,#, , , , , , , , , , , , , ,#, , , , ,#, , , , , , , , , , , , , ,#, ,w, , ,#, , , , , , , , , , , , , , , , , , ,#, , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , , , , , , , ,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#, ,w, , ,#, , , , , , , , , , , , , , , , , , ,#, , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,w, , ,#, , , , , , , , , , , , , , , , , , ,#, , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,w, , ,#, , , , , , , , , , , , , , , , , , ,#, , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,w, , ,#, , , , , , , , , , , , , , , , , , ,#, , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,w, , ,#, , , , , , , , , , , , , , , , , , ,#, , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,w,w,w,w,w, , ,#, , , , , , , , , , , , , , , , , , ,#, , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,w, , , , , , ,#, , , , , , , , , , , , , , , , , , ,#, , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,w, , , , , , ,#, , , , , , , , , , , , , , , , , , ,#, , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,w, , , , , , ,#, , , , , , , , , , , , , , , , , , ,#, , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,w, , , , , , ,#, , , , , , , , , , , , , , , , , , ,#, , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,w, , , , , , ,#, , , , , , , , , , , , , , , , , , ,#, , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,w, , , , , , ,#, , , , , , , , , , , , , , , , , , ,#, , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,w, , , , , , ,#, , , , , , , , , , , , , , , , , , ,#, , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,w, , , , , , ,#, , , , , , , , , , , , , , , , , , ,#, , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,w, , , , , , , , , , , , , , , , , , , , , , , , , ,#, , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,w,w,w,w,w,w,w,w, , , , , , , , , , , , , , , , , , ,#, , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,w, , , , , , , , , , , , , , , , , , , , , , , , , ,#, , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,w, , , , , , ,#, , , , , , , , , , , , , , , , , , ,#, , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,w, , , , , , ,#, , , , , , , , , , , , , , , , , , ,#, , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,w, , , , , , ,#, , , , , , , , , , , , , , , , , , ,#, , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,w, , , , , , ,#, , , , , , , , , , , , , , , , , , ,#, , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,w, , , , , , ,#, , , , , , , , , , , , , , , , , , ,#, , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,w, , , , , , ,#, , , , , , , , , , , , , , , , , , ,#, , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,w, , , , , , ,#, , , , , , , , , , , , , , , , , , ,#, , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,w, , , , , , ,#, , , , , , , , , , , , , , , , , , ,#, , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,w, , , , , , ,#, , , , , , , , , , , , , , , , , , ,#, , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,w, , , , , , ,#, , , , , , , , , , , , , , , , , , ,#, , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,w, , , , , , ,#, , , , , , , , , , , , , , , , , , ,#, , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,w, , , , , , ,#, , , , , , , , , , , , , , , , , , ,#, , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,w, , , , , , ,#, , , , , , , , , , , , , , , , , , ,#, , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,w, , , , , , ,#, , , , , , , , , , , , , , , , , , ,#, , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,w, , , , , , ,#, , , , , , , , , , , , , , , , , , ,#, , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,w, , , , , , ,#, , , , , , , , , , , , , , , , , , ,#, , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,w,w,w,w,w,w,w,w,w,w,w,w,w,w, , , , , , ,#, , , , , , , , , , , , , , , , , , ,#, , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,w, , , , , , , , , , , , , , , , , , , ,#, , , , , , , , , , , , , , , , , , ,#, , , , , , , , , , , 
 , , , , , , , , , , ,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#, , , , , , , , , , , , , , , , , , , ,w, , , , , , , , , , , , , , , ,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#, , , , , , , , , , , 
 , , , , , , , , , , ,#, , , , , , , ,#, , , , ,#, , , , ,#, , , , , , , , , , , , , , , , , , , ,w, , , , , , , , , , , , , , , ,#, , , ,#, , , , , ,#, , , , , , ,#, , , , , ,#, , , , , , , , , , , 
 , , , , , , , , , , ,#, , , , , , , ,#, , , , ,#, , , , ,#, , , , , , , , , , , , , , , , , , , ,w, , , , , , , , , , , , , , , ,#, , , ,#, , , , , ,#, , , , , , ,#, , , , , ,#, , , , , , , , , , , 
 , , , , , , , , , , ,#, , , , , , , ,#, , , , ,#,#,#,#,#,#, , , , , , , , , , , , , , , , , , , ,w, , , , , , , , , , , , , , , ,#, , , ,#, , , , , ,#, , , , , , ,#, , , , , ,#, , , , , , , , , , , 
 , , , , , , , , , , ,#, , , , , , , ,#, , , , ,#, , , , ,#, , , , , , , , , , , , , , , , , , , ,w, , , , , , , , , , , , , , , ,#, , , ,#, , , , , ,#,#,#,#,#, ,#,#, , , , , ,#, , , , , , , , , , , 
 , , , , , , , , , , ,#, , , , , , , ,#, , , , ,#, , , , ,#, , , , , , , , , , , , , , , , , , , ,w, , , , , , , , , , , , , , , ,#, , , ,#, , , , , ,#, , , , , , ,#, , , , , ,#, , , , , , , , , , , 
 , , , , , , , , , , ,#,#,#,#,#,#,#,w,#, , , , ,#,#,#,#,w,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#, ,w, ,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#, ,#,#,#,#,#,#,#,#, , , , , , ,#, , , , , ,#, , , , , , , , , , , 
 , , , , , , , , , , ,#, , , , , ,#,w, , , ,#,#,#, , , ,w, , , , , ,#, , , ,#, , , ,#,s,s,#, , , ,w, , , ,#, , ,#, , , , ,#, , , ,#, , , , ,#, , , , ,#, , , , , , ,#, , , , , ,#, , , , , , , , , , , 
 , , , , , , , , , , ,#, , , , , ,#,w, , , ,#,x,#, , , ,w, , , , , ,#, , , ,#, , , ,#,s,x,St,#, , ,w, , , ,#, , ,#, , , , ,#, , , ,#, , , , ,#, , , , ,#, , , , , , ,#, , , , , ,#, , , , , , , , , , , 
 , , , , , , , , , , ,#, , , , , ,w,w, , , ,#,x,#, , , ,w, , , , , ,#, , , ,#, , , ,#,s,x,s,s,#, ,w, , , ,#, , ,#, , , , ,#, , , ,#, , , , ,#, , , , ,#, , , , , , ,#, , , , , ,#, , , , , , , , , , , 
 , , , , , , , , , , ,#,#,#,#,#,#,#,w,w,w,w,w,w,#, , , ,w, , , , , ,#, , , ,#, , , ,#,s,x,s,#,#, ,w, , , ,#, , ,#, , , , ,#, , , ,#, , , , ,#, , , , ,#,#,#,#,#,w,#,#, , , , , ,#, , , , , , , , , , , 
 , , , , , , , , , , ,#, , , , , ,w,w,w, , , , ,#, , , ,w,w,w, , , ,#, , , ,#, , , ,#,s,x,s,#, , ,w, , , ,#, , ,#, , , , , , , , ,#, , , , ,#, , , , ,#,x,#, , ,w, ,#, , , , , ,#, , , , , , , , , , , 
 , , , , , , , , , , ,#, , , , , ,#, ,w, , , , ,#, , , , , ,w, , , ,#,#,#,w,#, , , ,#,s,x,s,#, , ,w, , , ,#, , ,#,#,#,#,#,#, , , ,#, , , , ,#, , , , ,#,x,#,#, ,w,w,w, , , , , ,#, , , , , , , , , , , 
 , , , , , , , , , , ,#, , , , , ,#, ,w, , , , ,#, , , , , ,w, , , ,#, , ,w,#, , , ,#,s,x,s,#,#, ,w, ,#, ,#,#,w,#, , , , ,#, , , ,#, , , , ,#, , , , ,#,x,x,x,w,w, , , , , , , ,#, , , , , , , , , , , 
 , , , , , , , , , , ,#,#,#,#,#,#,#, ,w,#,#,#,#,#, , , , , ,w, , , ,#,w,w,w,w, , , ,#, ,w, ,#, , ,w, , , , , ,w,#, , , , , , , , ,#, , , , ,#, , , , ,#,#,#,#, ,w,#,#,#,#,#,#,#,#, , , , , , , , , , , 
 , , , , , , , , , , ,#, , , , , , , ,w, , , , ,#,#,#,#,#,#,w,#,#,#,#,w,#,#,#,#,#,#,#, ,w, , , , ,w, , , , , ,w,#,#,#,#,#,#,#,w,#,#,#,w,#,#,#,#,w,#,#,#, , , , ,w, , , , , , , ,#, , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , ,w, , , , , , , , , , ,w, , , , ,w, , , , , , , , ,w, , , , ,w, , , , , ,w, , , , , , , ,w, , , ,w, , , , ,w, , , , , , , ,w, , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , ,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,E, , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , ,w, , , , , , , ,w, , , ,w, , , , , , , , ,w, , , , ,w, , , ,w, , , ,w, , , , , , , , , , ,w, , , , , , , , ,w, , , , , , ,w, , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , ,#, , , , , , , ,w, , , , , , , ,w, , , ,w, , , , , , , , ,w, , , , ,w, , , ,w, , , ,w, , , , , , , , , , ,w, , , , , , , , ,w, , , , , , ,w, , , , , , , ,#, , , , , , , , , , , 
 , , , , , , , , , , ,#,#,#,#,#,#,#,#,w,#,#,#,#,#,#,#,w,#,#,#,w,#,#,#,#,#,#,#,#,w,#,#, , ,w, ,#, ,w, ,#, ,w, , ,#,#,#,#,#,#,#,#,w,#,#,#,#,#,#,#,#,w,#,#,#,#,#, ,w,#,#,#,#,#,#,#,#, , , , , , , , , , , 
 , , , , , , , , , , ,#, , , , , , , ,w, , , , , ,w,w,w, ,#, , , , ,#, , , , , , , ,#, , ,w, , , ,w, , , ,w, , ,#, , , , , , , , , , , , , ,#, , , , ,#, , , , ,w, ,#, , , , , ,#, , , , , , , , , , , 
 , , , , , , , , , , ,#, , , ,w,w,w,w,w, , , , ,#,w, , , ,#, , , , ,#, , , , , , , ,#, , ,w, , , ,w, , , ,w, , ,#, , , , , , , , , , , , , , , , , , ,#,w,w,w,w,w,w,w, , , , , ,#, , , , , , , , , , , 
 , , , , , , , , , , ,#, , , ,w, , , , , , , , ,#,x,#, , ,#, , , , ,#, , , , , , , ,#, , ,w, , , ,w, , , ,w, , ,#, , , , , , , , , , , , , ,#, , , , ,#,x,#,#,#,#,#,#, , , , , ,#, , , , , , , , , , , 
 , , , , , , , , , , ,#, , , ,w, , , , , , , , ,#,x,#, , , , , , , ,#, , , , , , , ,#, , ,w, , , ,w, , , ,w, , ,#, , , , , , , , , , , , , ,#, , , , ,#,x,#, , , , , , , , , , ,#, , , , , , , , , , , 
 , , , , , , , , , , ,#,#,#,#,w,#,#,#,#,#,#,#,#,#,x,#, , , , , , , ,#, , , , , , , ,#, , ,w, , , ,w, , , ,w, , ,#, , , , , , , , , , , , , ,#,#,#,#,#,#,x,#, , , , , , , , , , ,#, , , , , , , , , , , 
 , , , , , , , , , , ,#, , , , , , , , ,#, , , ,#,x,#, , , , , , , ,#, , , , , , , ,#, , ,w, , , ,w, , , ,w, , ,#, , , , , , , , , , , , , , , , , , ,#,x,#, , , , , , , , , , ,#, , , , , , , , , , , 
 , , , , , , , , , , ,#, , , , , , , , ,#, , , ,#,#,#, , , , , , , ,#, , , , , , , ,#, , ,w, , , ,w, , , ,w, , ,#, , , , , , , , , , , , , , , , , , ,#,#,#, , , , , , , , , , ,#, , , , , , , , , , , 
 , , , , , , , , , , ,#, , , , , , , , ,#,#,#,#,#, , , , , , , , , ,#, , , , , , , ,#, , ,w, , , ,w, , , ,w, , ,#, , , , , , , , , , , , , , , , , , ,#, ,#, , , , , , , , , , ,#, , , , , , , , , , , 
 , , , , , , , , , , ,#, , , , , , , , ,#, , , ,#, , , , , , , , , ,#, , , , , , , ,#, , ,w, , , ,w, , , ,w, , ,#, , , , , , , , , , , , , , , , , , ,#, , , , , , , , , , , , ,#, , , , , , , , , , , 
 , , , , , , , , , , ,#, , , , , , , , ,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#, ,w,#,#, ,w, ,#,#,w, ,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#, ,#, , , , , , , , , , ,#, , , , , , , , , , , 
 , , , , , , , , , , ,#, , , , , , , , ,#, , , ,#, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,#, , , , , , , , , , , , ,#, , , , , , , , , , , 
 , , , , , , , , , , ,#, , , , , , , , ,#, , , ,#, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,#, ,#, , , , , , , , , , ,#, , , , , , , , , , , 
 , , , , , , , , , , ,#, , , , , , , , ,#, ,#,#,#, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,#, ,#, , , , , , , , , , ,#, , , , , , , , , , , 
 , , , , , , , , , , ,#, , , , , , , , ,#, , , ,#, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,#, ,#, , , , , , , , , , ,#, , , , , , , , , , , 
 , , , , , , , , , , ,#, , , , , , , , , , , , ,#, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,#, ,#, , , , , , , , , , ,#, , , , , , , , , , , 
 , , , , , , , , , , ,#,#,#,#,#,#,#,#,#,#,#,#,#,#, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,#,#,#,#,#,#,#,#,#,#,#,#,#,#, , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
